"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","ageCtrlN","ageCtrlMax","ageCtrlMedian","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge"
"93","CalcitecaveMtLuxmoreFiordland.Lorrey.2008","S2LRGkmEev8vMC",167.74,-46.02,"NZ","Speleothem","d13C","Speleothem","Speleothem (δ13C)",1690.0776,9284.1656,7594.088,137.05835,136.0358,6,1853.1656,1312,"Annual","P-E","SISALv2","negative",NA,-7.587,-7.818,-9.182,NA,9091.28415,1909.5723
"94","Camp11Lake.Brubaker.1975","lcRYUf2GzuKWaJw7Cls",-88.0167,46.6667,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",0,11620,11620,285,300,10,2240,890,"Annual","P","Legacy Climate v1.0","positive",806.36,795.95,795.25,777.567,771.233,1890,10910
"95","Cangumiao.Xu.2004","lcRJ9bcRX8zajMu6bEY",118.6,38.9667,"EAS","Peat","pollen","Pollen","Pollen (calibrated)",0,5290,5290,180,190,4,1990,970,"Annual","P","Legacy Climate v1.0","positive",605.837,692.6,NA,NA,NA,5000,660
"96","CanyonLake.Davis.1991","lcRPBnamW5NHR8VPMKn",-87.9213,46.8335,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",0,11690,11690,100,95,8,2340,1340,"Annual","P","Legacy Climate v1.0","positive",848.454,840.8,804.66,790.35,780.686,160,11090
"97","CapeShpindler.Andreev.2001","lcRaeEm3p5q0v5R3dkJ",62.8,69.7167,"RAR","Ocean","pollen","Pollen","Pollen (calibrated)",2360,11990,9630,335,330,8,1980,1390,"Annual","P","Legacy Climate v1.0","positive",NA,362.3,389.275,401.15,384.225,4580,4400
"98","CapitolaLake.Calcote.2003","lcRH47ExCxsXc3fhZVO",-89.5551,45.5196,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",0,9960,9960,225,220,5,3080,1660,"Annual","P","Legacy Climate v1.0","positive",804.775,795.267,765.867,763.95,778.4,2790,8060
"99","CariacoBasin.Haug.2001","LPDe51c2779xxxx",-65.17,10.7,"NSA","MarineSediment","mineralogy","Other","Other (not calibrated)",110.37,12000,11889.63,5.40000000000055,5.5,NA,NA,NA,"Summer","P","Other","positive",0.169,0.257,0.305,0.335,0.325,8295.05,211.91
"100","Carp.Barnosky.1985a","OLS_Rn9jxxYJDzK",-122.88,45.92,"WNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,8089,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",1,2,2,2,2,954.5,10813.5
"101","Carquefou.Cyprien.2001","lcRI8sX3Od0JpEYzLbI",-1.4769,47.3092,"WCE","Peat","pollen","Pollen","Pollen (calibrated)",20,4620,4600,60,60,3,3680,415,"Annual","P","Legacy Climate v1.0","positive",876.337,837.625,NA,NA,NA,410,2800
"102","CarsonSink.Adams.2009","pdR3iBvTlj5zwy8bjTI",-118.61,39.83,"WNA","Shoreline","lakeLevel","Shoreline","Shoreline (Lake Level)",0,12000,12000,714.5,788,NA,NA,NA,"Annual","P-E","Liefert and Shuman, 2020","positive",1198,NA,NA,1197.5,NA,11465,0
"103","Castor.Nelson.2011","LPDd7e6276fxb",-119.56,48.54,"WNA","LakeSediment","reflectance","Other","Other (not calibrated)",101,6000,5899,1,1,16,2695,480,"Annual","P-E","Other","negative",0.306,0.046,0.466,NA,NA,5746,5451
"104","Castor.Nelson.2011","LPDd7e6276fxc",-119.56,48.54,"WNA","LakeSediment","reflectance","Other","Other (not calibrated)",101,6000,5899,1,1,16,2695,480,"Annual","P-E","Other","negative",0.227,-0.006,0.561,NA,NA,5741,5245
"105","Castor.Nelson.2011","LPDd7e6276fcc",-119.56,48.54,"WNA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,6029.01,6029.01,4.87999999999977,4.89300000000014,16,2695,517.5,"Annual","P-E","Other","negative",-4.677,-5.352,-5.261,NA,NA,362.852,22.663
"106","CederbergMountains.Chase.2015","WEB46f71da9",19.22,-32.45,"WSAF","Midden","d13C","Other","Other (not calibrated)",42,11385.9,11343.9,76.4999999999991,76.4999999999991,15,1858,727.5,"Annual","P-E","Other","negative",-26.592,-27.025,-27.258,-27.427,-27.627,11385.9,81.9
"107","CESRZ_PWetQ.Chevalier.2017","pRAINCyEKVBKyz8PbI",28.87,-28.53,"ESAF","LakeSediment","pollen","Pollen","Pollen (calibrated)",0,12000,12000,100,100,NA,NA,NA,"Summer","P","Other","positive",-15.587,41.286,16.722,45.429,20.347,4100,300
"108","Chaaracave.AitBrahim.2018","S2LRU6xGJ9gjMj",-4.2461,33.9558,"MED","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,9662.21940764,9662.21940764,10.7857790500002,10.8154832099999,NA,NA,NA,"Winter","P-E","SISALv2","negative",-5.256,-5.565,-5.595,-5.544,-5.337,4889.87171001,2798.5055316
"109","Chaaracave.AitBrahim.2018","S2LROeXqCyQIUp",-4.2461,33.9558,"MED","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,11621.8302138,11621.8302138,6.33826384924991,6.484439662,NA,NA,NA,"Winter","P-E","SISALv2","negative",-5.625,-5.586,-5.752,-5.75,-5.152,8276.4024865,11466.3689566
"110","Chad.Servant.1973","OLS_Raj0ajWk8Z1",14,13,"WAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3425,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",2,2,2,1,1,9540.16666666667,3871.64285714286
"111","Chadianpo.Zhang.2007","lcRxjdbi8n5mfOcteLV",114.4,36.1,"EAS","Paleosol","pollen","Pollen","Pollen (calibrated)",3370,7590,4220,190,190,4,2190,520,"Annual","P","Legacy Climate v1.0","positive",NA,412.933,513.24,372.9,NA,6530,5060
"112","ChallaLake.Damst.2012","WEB33e94f30",37.7,-3.3167,"SEAF","LakeSediment","BITindex","Other","Other (not calibrated)",0,12000,12000,141,141,109,630,30,"Annual","P","Other","positive",0.603,0.688,0.566,0.54,0.934,10299,3831
"113","ChallaLake.Damst.2012","WEB66b05f19",37.7,-3.3167,"SEAF","LakeSediment","dDwax","Leaf Wax","Leaf Wax (δD)",0,12000,12000,134.5,134.5,109,630,30,"Annual","P","Other","negative",-104.024,-92,-114.875,-115.9,-113.25,10088,4261
"114","Chantemerle.Fauquette.1999","lcRKr2FoiqFt9fd0w2J",0.0167,45.9167,"WCE","Peat","pollen","Pollen","Pollen (calibrated)",3510,8080,4570,240,240,2,2280,2240,"Annual","P","Legacy Climate v1.0","positive",NA,959.92,946.725,980.233,NA,7360,4240
"115","ChaohuLakeCH1.Wu.2008","lcRRQAEsiOSvKg2mTq7",117.3943,31.5623,"EAS","Lake","pollen","Pollen","Pollen (calibrated)",0,11260,11260,100,100,7,3730,1175,"Annual","P","Legacy Climate v1.0","positive",802.318,897.312,915.408,919.443,911.04,7250,0
"116","CharcodaCandieira.VanderKnaap.1984","lcRz2jklJHwfxKMvv1z",-7.5764,40.3417,"MED","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,50,50,22,990,445,"Annual","P","Legacy Climate v1.0","positive",1076.867,1026.373,1010.883,998.572,960.659,1410,9850
"117","ChemchaneAderg.Chamard.1972","OLS_RajLAejX7H1",-12.12,21,"SAH","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2832.5,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",3,3,2,1,1,9002.25,2683.9
"118","Chenghai.Xu.2020","WEB2b92ddec",100.5,26.5,"EAS","LakeSediment","LakeStatus","Shoreline","Shoreline (Lake Level)",168.88304,12000,11831.11696,43.18631,41.6000000000004,NA,NA,NA,"Annual","P-E","Other","positive",1530.499,1514.737,1509.233,1516.75,1518.65,445.02962,6975.3
"119","ChesapeakeBayMD992209.Willard.2005","lcR8NsSZHAiFlBflvWP",-76.3944,38.8861,"ENA","Ocean","pollen","Pollen","Pollen (calibrated)",90,7320,7230,20,20,18,2160,235,"Annual","P","Legacy Climate v1.0","positive",1047.585,1089.333,1217.915,NA,NA,6700,120
"120","ChibuzhangCo.Chen.2021","WEBf8f8a180",90.2281,33.3714,"TIB","LakeSediment","hybrid","Other","Other (not calibrated)",0,12000,12000,54,55,NA,NA,NA,"Summer+","P","Other","positive",0.514,0.521,0.551,0.592,0.484,9549,11166
"121","ChibuzhangCo.Chen.2021","WEBb1b74afc",90.2281,33.3714,"TIB","LakeSediment","hybrid","Other","Other (not calibrated)",0,12000,12000,54,55,NA,NA,NA,"Annual","P-E","Other","positive",0.702,0.599,0.735,0.796,0.629,8403,11383
"122","Chichancanab.Covich.1974","OLS_R1MrJ3KJUqY",-88.75,19.5,"SCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,4879,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",3,1,1,3,3,4451,6319.66666666667
"123","Chichancanab.Hodell.1995","GH16551942",-88.75,19.8333,"SCA","LakeSediment","CaCO3","Other","Other (not calibrated)",0,10917.868,10917.868,20.5500000000002,20.5500000000002,9,2010,360,"Summer","P-E","Other","positive",41.572,70.817,85.284,13.538,53.695,6113.87,8333.27
"124","Chichancanab.Hodell.1995","GH047d0e2d",-88.75,19.8333,"SCA","LakeSediment","S","Other","Other (not calibrated)",156.572,10917.868,10761.296,20.5500000000002,20.5500000000002,9,2010,360,"Summer","P-E","Other","positive",2.777,2.311,0.936,14.44,1.204,7819.52,7346.87
"125","Chichancanab.Hodell.1995","GHce286279",-88.75,19.8333,"SCA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,8189.42,8189.42,20.5500000000002,20.5500000000002,9,2010,360,"Summer","P-E","Other","negative",2.306,1.467,1.636,3.171,NA,3216.32,8189.42
"126","Chichancanab.Hodell.1995","GHc5186b8c",-88.75,19.8333,"SCA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,8189.42,8189.42,20.5500000000002,20.5500000000002,9,2010,360,"Summer","P-E","Other","negative",2.311,1.879,2.053,2.711,NA,3226.595,8189.42
"127","Chiconahuapan.Tropical.1984","OLS_R2IDZP9z5wp",-99.67,19.13,"NCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2115,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",2,2,3,1,1,8903.5,5721
"128","ChifengQiguoMt.Xu.2002","lcR03YZlwKcvi9NBBso",118.9667,42.2833,"EAS","Fluvial","pollen","Pollen","Pollen (calibrated)",390,9120,8730,310,290,7,2460,825,"Annual","P","Legacy Climate v1.0","positive",255.6,234.2,NA,491.1,NA,9120,4500
"129","ChihuahuenosBog.Anderson.2008","WEB742b158d",-106.51,36.0475,"WNA","Peat","pollen","Pollen","Pollen (not calibrated)",0,12000,12000,86.5,73,6,3840,520,"Winter","P-E","Other","positive",12.159,2.836,1.967,0.612,1.487,855,7839.5
"130","Chuna.Jones.2005","PYTI39I3N0G",32.48,67.95,"NEU","LakeSediment","pollen","Pollen","Pollen (calibrated)",0,8818.77,8818.77,216.4615,216.461,NA,NA,NA,"Annual","P","Arctic Holocene","positive",456.392,410.014,384.442,385.522,NA,0,7736.461
"131","CinqMarslaPile.Carcaud.2002","lcReM30B315r999fKee",0.4511,47.3378,"WCE","River","pollen","Pollen","Pollen (calibrated)",10,9160,9150,90,90,8,2500,980,"Annual","P","Legacy Climate v1.0","positive",907.746,870.567,872.8,915.6,NA,7750,3800
"132","ClearLake.Bailey.1972","lcRm2HAyL9Ow8Vn9ldV",-86.5446,41.6385,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",10,12000,11990,265,260,5,3370,1590,"Annual","P","Legacy Climate v1.0","positive",1011.943,913.5,876.925,850.7,818.975,700,11180
"133","ClearLake.Baker.1992","lcRKzoswtatgqh9p86e",-93.4297,43.1251,"CNA","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,225,220,10,2730,1040,"Annual","P","Legacy Climate v1.0","positive",719,676.24,634.8,667.88,722.2,10770,6410
"134","ClelandLake.Steinman.2016","LPD7dc5b9ba",-116.39,50.83,"NWN","LakeSediment","d18O","Shoreline","Shoreline (Lake Level)",0,7555.7,7555.7,3.29999999999927,3.29999999999973,26,1140,130,"Winter","P-E","Other","negative",-5.292,-6.49,-6.528,-5.697,NA,2491.5,345.4
"135","ClelandLake.Steinman.2016","LPD87c74b66",-116.39,50.83,"NWN","LakeSediment","d13C","Shoreline","Shoreline (Lake Level)",0,7555.7,7555.7,3.29999999999927,3.29999999999927,26,1140,130,"Winter","P-E","Other","negative",3.455,3.725,3.551,2.662,NA,923.6,345.4
"136","Cleveland.Davis.1986","OLS_RI5wvure0uY",-114.5,42.5,"WNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3904.5,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",1,3,1,1,3,5525.7,5618.7
"137","Clovis.Haynes.1966","OLS_RGC5Y4gspKt",-103.33,34.25,"CNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1310,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",3,3,3,3,3,10813.5,4989.83333333333
"138","Cochise.Damon.1963","OLS_Rtetfy6NJzz",-109.85,32.13,"NCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1712.5,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",3,3,3,2,2,8903.5,4739.375
"139","ColdesLauzes.deBeaulieu.1977","lcRScfMGWPopcFlEwve",6.5369,44.7672,"MED","Lake","pollen","Pollen","Pollen (calibrated)",180,12000,11820,120,120,6,3270,1380,"Annual","P","Legacy Climate v1.0","positive",1183.443,1071.25,957.35,NA,622.556,2730,9890
"140","CompassPond.BlakeJr.1986","lcRRxSlrTN8OVtHnbmp",-56.1964,50.0342,"NEN","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,200,200,6,2230,2010,"Annual","P","Legacy Climate v1.0","positive",1122.271,1147.971,1115.42,1089.2,1093.075,3990,11640
"141","CooleyLake.Gavin.2006","lcRUbe6c1j2j2brmI3y",-117.6452,49.4914,"WNA","Lake","pollen","Pollen","Pollen (calibrated)",0,7480,7480,90,90,6,2770,1000,"Annual","P","Legacy Climate v1.0","positive",1011.145,876.311,854.975,NA,NA,1330,3250
"142","CoppermineSaddleback.Nichols.1975Legacy","lcRE5QbPJ0FLNw7ktuv",-115.3167,67.8333,"NWN","Lake","pollen","Pollen","Pollen (calibrated)",0,4160,4160,60,60,4,1950,800,"Annual","P","Legacy Climate v1.0","positive",223.9,233.67,NA,NA,NA,3500,590
"143","Corchia.Regattieri.2014","WEB5f442d8b",10.22,43.98,"MED","Speleothem","trace element / CA","Speleothem","Speleothem (other)",540,12000,11460,10,10,16,1730,600,"Annual","P-E","Other","negative",0.498,0.451,0.129,-0.747,0.107,7380,4190
"144","Corser.Nichols.2014","PYTZYIC0QP8",-145.45,60.53,"NWN","Peat","dDwax","Leaf Wax","Leaf Wax (δD)",103,11116,11013,213,213,15,1760,506,"Annual","P-E","Arctic Holocene","negative",-117.623,-118.326,-91.463,-93.943,-122.749,3361,6453
"145","CovadaArcoia.Railsback.2011","S2LRP1bVgbttoT",-7.09,42.61,"MED","Speleothem","d13C","Speleothem","Speleothem (δ13C)",340,9440,9100,57.1802325499993,56.0901162749997,NA,NA,NA,"Annual","P-E","SISALv2","negative",-4.49,-4.185,-3.882,-2.669,NA,3295.36144578,5279.41176471
"146","CraterLake.Heinrichs.2002","lcRQgznauTtY1MfGgdK",-120.0958,49.1923,"WNA","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,110,110,8,2610,1460,"Annual","P","Legacy Climate v1.0","positive",775.922,714.5,667.94,671.783,657.807,590,11860
"147","Creightonscave.Williams.2005","S2LR6TzTWmm4cO",172.47,-40.63,"NZ","Speleothem","d13C","Speleothem","Speleothem (δ13C)",7208.1811,12000,4791.8189,158.6867,161.743200000001,3,2834.8189,978.5,"Annual","P-E","SISALv2","negative",NA,NA,NA,-3.364,-6.358,9804.6815,7549.6999
"148","CreviceLake.Whitlock.2012","WEBc734a518",-110.58,45,"WNA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",42,9201,9159,10,10,12,2972,390,"Winter","P","wNA","negative",-7.305,-9.134,-9.437,-11.053,NA,9201,388
"149","Crooked.Engels.2012","NAm2kHydro208",-70.38,41.53,"ENA","LakeSediment","chironomid","Shoreline","Shoreline (Lake Level)",0,8036.023,8036.023,143.415,143.4795,8,2145,1176.023,"Annual","P-E","Other","negative",-0.041,1.337,1.481,3.275,NA,5462.846,7766.601
"150","CrowfootLake.Osborn.1995","lcRlsbmXFmyXRKKhM7a",-116.4167,51.65,"NWN","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,290,290,11,2630,710,"Annual","P","Legacy Climate v1.0","positive",630.2,622,592.75,581.8,579.4,2410,11900
"151","Csogle.Juhasz.2002","lcRtQQC74Cocv8dlqiq",17.255,47.2158,"WCE","Peat","pollen","Pollen","Pollen (calibrated)",560,7670,7110,120,120,4,2480,1940,"Annual","P","Legacy Climate v1.0","positive",912.833,898.8,910.538,997.767,NA,7580,3200
"152","CuevadeAsiul.Smith.2016","S2LR9ZYusd9uRM",-3.59,43.32,"MED","Speleothem","d18O","Speleothem","Speleothem (δ18O)",488.606312883,12000,11511.393687117,2.87125065000055,2.88018935000036,NA,NA,NA,"Winter","P","SISALv2","negative",-5.322,-5.672,NA,NA,-5.539,8829.94678502,11957.7053773
"153","CuevadeAsiul.Smith.2016","S2LR8y2zPv8frL",-3.59,43.32,"MED","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,7776.63559,7776.63559,6.10281000000032,6.10158850000016,NA,NA,NA,"Winter","P","SISALv2","negative",-5.17,-4.948,-5.124,-5.183,NA,800.6394981,4633.791052
"154","CuevadelDiablo.Bernal.2011","S2LRXCjbJRsfv3",-99.921,18.192,"SCA","Speleothem","d18O","Speleothem","Speleothem (δ18O)",1220,10812,9592,58,58,NA,NA,NA,"Annual","P","SISALv2","negative",NA,-8.941,-8.999,-7.978,-9.137,9521,7268
"155","CuevadelDiamante.Cheng.2013","S2LRooDZAvI8UL",-77.5,-5.73,"NWS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",2404,12000,9596,61,62,NA,NA,NA,"Summer","P","SISALv2","negative",NA,-7.573,-6.959,-6.341,-5.711,5406,10412
"156","CuevadelTigrePerdido.vanBreukelen.2008","S2LRmBVO3ZS9RQ",-77.3081,-5.9406,"NWS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",24,12000,11976,20,20,17,1952,504,"Summer","P","SISALv2","negative",-7.093,-7.009,-6.687,-6.105,-5.704,1687,9345
"157","CuevaVictoria.Budsky.2019","S2LR64Q0qhBLAC",-0.8215,37.6322,"MED","Speleothem","d13C","Speleothem","Speleothem (δ13C)",6987.75177844,12000,5012.24822156,21.8315369600004,21.7944059750007,14,4119.78476,312.545100000001,"Summer","P-E","SISALv2","negative",NA,NA,NA,-6.729,-10.139,9714.34187187,8840.29498798
"158","DagsMosse.Goransson.1989","lcRBfIzOEaoKY4OpCu0",14.7065,58.3229,"NEU","Bog","pollen","Pollen","Pollen (calibrated)",0,8760,8760,60,60,21,930,380,"Annual","P","Legacy Climate v1.0","positive",775.541,734.157,626.918,668.694,NA,0,7320
"159","DaileyLake.Krause.2015","lcRWXs1OS7FPp0sIlOC",-110.8163,45.2625,"WNA","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,70,70,9,2200,1090,"Annual","P","Legacy Climate v1.0","positive",NA,440.1,420.033,407.2,409.8,11480,10310
"160","DaliLake.GoldsmithJiang.2017","WEB40d3e7b3",116.7051,43.4318,"EAS","LakeDeposits","stratigraphy","Shoreline","Shoreline (Lake Level)",0,12000,12000,223,211.5,NA,NA,NA,"Annual","P-E","Other","positive",1233.3,1249,1278.08,1282,1279,6088,700
"161","DallicanWater.Bennett.1992","lcRYN4y5FCQn0BuDu6s",-1.0965,60.3874,"NEU","Lake","pollen","Pollen","Pollen (calibrated)",0,11030,11030,130,130,6,2230,1970,"Annual","P","Legacy Climate v1.0","positive",1318.914,1113.933,980.411,976.825,1008.517,880,10900
"162","Dantecave.Sletten.2013","S2LRNNRQiP9T5J",17.8833,-19.4,"WSAF","Speleothem","d18O","Speleothem","Speleothem (δ18O)",18,4618,4600,12,13,27,506,126,"Summer","P","SISALv2","negative",-9.772,-9.492,NA,NA,NA,3555,3058
"163","Dantecave.Sletten.2013","S2LRU08Wwzef9a",17.8833,-19.4,"WSAF","Speleothem","d13C","Speleothem","Speleothem (δ13C)",18,4618,4600,12,13,27,506,126,"Summer","P-E","SISALv2","negative",-8.877,-7.77,NA,NA,NA,226,2509
"164","DaQaidam.Qi.1981","OLS_RnNx75wT6Qd",95.2,38,"ECA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2495,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",3,3,2,3,2,7939.75,3993.83333333333
"165","Darkcave.Jiang.2013","S2LR1X4Pheb1ZE",106.1667,27.2,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",1839.20961141,6164.47940648,4325.26979507,24.3837769000002,24.368787185,9,808,556.895194295,"Summer","P","SISALv2","negative",NA,-8.569,-9.092,NA,NA,5316.51938398,1839.20961141
"166","Darko.Rolecek.2020","lcRPtpeHk3QmKrusMf8",15.8737,49.6397,"WCE","Peat","pollen","Pollen","Pollen (calibrated)",0,12000,12000,160,160,14,1740,760,"Annual","P","Legacy Climate v1.0","positive",970.367,1109.183,919.483,824.333,782.85,1030,11730
"167","DavisPond.Newby.2011","pdRQCNa1fNSbgmaYC9D",-73.41,42.14,"ENA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,12000,12000,50,50,NA,NA,NA,"Annual","P-E","Liefert and Shuman, 2020","positive",-0.229,-2.236,-3.073,-4.003,-6.753,0,12000
"168","Deep.Marsicek.2013","NAm2kHydro215",-70.5778,41.6243,"ENA","LakeSediment","pollen","Pollen","Pollen (calibrated)",0,11000,11000,50,50,NA,NA,NA,"Annual","P","Other","positive",1248.653,1085.293,1047.997,1051.372,899.92,350,11000
"169","DeepFalmouthPond.Oswald.2018","lcRlZG93oUnsBEDKSaM",-70.6357,41.564,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",0,12000,12000,60,60,14,1750,655,"Annual","P","Legacy Climate v1.0","positive",1109.021,1187.921,1018.25,978.95,859.438,4970,10470
"170","DeepPondFalmouth.Marsicek.2013","pdRkllG1u6H84pPNEn8",-70.6359,41.5641,"ENA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,12000,12000,50,50,NA,NA,NA,"Annual","P-E","Liefert and Shuman, 2020","positive",-0.292,-2.149,-3.675,-5.154,-7.377,1750,11500
"171","DeepTauntonPond.Oswald.2018","lcRgG0nqmKpMbG6TnGY",-71.012,41.8822,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",310,12000,11690,265,260,17,2010,620,"Annual","P","Legacy Climate v1.0","positive",1049.033,1083.1,1173.85,995.25,926,6080,10690
"172","Delingha.Yang.2021","WEBe297c3e8",97.78,37.48,"ECA","Wood","d18O","Other","Other (calibrated)",0,6630,6630,5,5,NA,NA,NA,"Annual","P","Other","positive",167.888,218.393,280.106,NA,NA,6530,140
"173","Delorme2.Richard.1982","lcRICjQTzvniz5Xlx4q",-69.9297,54.4236,"NEN","Lake","pollen","Pollen","Pollen (calibrated)",430,7390,6960,120,130,5,2210,1150,"Annual","P","Legacy Climate v1.0","positive",787.35,776.6,767.6,NA,NA,3350,7060
"174","Dendi.Jaeschke.2020","WEB-e04d6-7807-41df-9459-dafd8",38.0333,8.8333,"NEAF","LakeSediment","dDwax","Leaf Wax","Leaf Wax (δD)",236,12000,11764,202.5,203.5,NA,NA,NA,"Annual","P","Other","negative",-136.233,-140.6,-154.5,-169.125,-168.133,9041,2041
"175","DeSotocaverns.Aharon.2013","S2LRaRacqzp90y",-86.3667,33.3722,"ENA","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,4203.9609756,4203.9609756,1.5569620299998,1.5569620299998,NA,NA,NA,"Annual","P","SISALv2","negative",-3.189,-3.311,NA,NA,NA,2478.32,432.892408234
"176","DevilsBathtub.Clark.1996","lcRDYi20GlO0AonbO2J",-77.5738,43.0247,"ENA","Lake","pollen","Pollen","Pollen (calibrated)",1730,12000,10270,250,240,9,2350,930,"Annual","P","Legacy Climate v1.0","positive",NA,1004.825,1007.15,995.1,861.2,5370,10760
"177","Didwana.Singh.1972","OLS_R4YTlXp5Scl",74.58,27.33,"SAS","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,4355,NA,NA,NA,"Annual","P-E","Oxford Lake Level Database","negative",2,2,1,1,1,7872.25,4038.83333333333
"178","Disbeliefcave.Lorrey.2008","S2LRe4xCSSTpUK",177.52,-38.82,"NZ","Speleothem","d13C","Speleothem","Speleothem (δ13C)",612.3977,7671.9005,7059.5028,154.5664,156.89155,5,2246,1226,"Annual","P-E","SISALv2","negative",-9.27,-8.878,-8.802,-8.495,NA,4685.8959,3287.9646
